#,Camera 0,Camera 1,Camera 2,Camera 3,Camera 4,Camera 5,Camera 6,Camera 7,Camera 8,Camera 9,Camera 10,Camera 11,Camera 12,Camera 13,Camera 14,Camera 15,Camera 16,Camera 17
23555,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23555, 2230, 139, 13.765088761494553, 105.57938376110936, 2221.350173479118, 193.61038727223436, 2222.3788235618094, 85.6928125160223)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23556,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23556, 2226, 139, 13.740244970175354, 105.63713993437227, 2217.4438737243, 193.7692913810198, 2218.4438704317895, 85.79132196013705)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23557,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23557, 2222, 139, 13.71533731774889, 105.6949638077357, 2213.5331944717072, 193.92838812035652, 2214.5044723251217, 85.88995165812294)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23558,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23558, 2218, 139, 13.690363613330646, 105.75284639203328, 2209.6180316106515, 194.08765277906235, 2210.5605241501253, 85.98868629349927)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23559,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23559, 2215, 139, 13.665325699090772, 105.81079689363587, 2205.698473874831, 194.2471107102783, 2206.612115277892, 86.08754158657244)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23560,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23560, 2211, 139, 13.640221390143324, 105.86880630391823, 2201.774417708219, 194.40673714741808, 2202.6591411790346, 86.18650218627016)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23561,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23561, 2207, 139, 13.61505252049892, 105.92688384964966, 2197.8459512198096, 194.56655750191308, 2198.7016905902046, 86.28558384931985)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23562,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23562, 2203, 140, 13.589817910816237, 105.985025076478, 2193.9130188867302, 194.72655953872092, 2194.73970741668, 86.38477899351591)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23563,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23563, 2199, 140, 13.564516388396441, 106.04322551025257, 2189.9755657628543, 194.88673096636606, 2190.7731361487313, 86.48408000141009)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23564,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23564, 2195, 140, 13.53914977487102, 106.10149440846897, 2186.033679014244, 195.04709728409497, 2186.802064565346, 86.58350268460046)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23565,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23565, 2191, 140, 13.513715900599891, 106.15982271357699, 2182.0872564835095, 195.2076335859972, 2182.826389555103, 86.68303160502408)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23566,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23566, 2187, 140, 13.488216578871743, 106.21821970364144, 2178.1363847041503, 195.368365430117, 2178.8461982545136, 86.78268261101888)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23567,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23567, 2183, 140, 13.462649646247883, 106.27667630143138, 2174.180962083065, 195.5292678544865, 2174.8613881242754, 86.88244022951962)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23568,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23568, 2179, 140, 13.43701690759417, 106.3352018056496, 2170.2210745180164, 195.69036647615118, 2170.872045655179, 86.98232034573314)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23569,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23569, 2175, 140, 13.411316205736057, 106.39378711932076, 2166.2566209829724, 195.85163627689727, 2166.8780688828806, 87.08230745147335)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23570,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23570, 2171, 141, 15.06159013856768, 106.58145371261882, 2164.2313125608894, 196.28689365341907, 2163.1691166535593, 87.40262972201937)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23571,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23571, 2168, 141, 16.031112557468987, 106.7500562128867, 2161.91354900545, 196.6882327193499, 2159.8519091905814, 87.69045516538915)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23572,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23572, 2165, 141, 16.61133029943312, 106.9028243742991, 2159.3193417315206, 197.06463485013523, 2156.647059947175, 87.95128464540993)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23573,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23573, 2162, 142, 16.963087169609025, 107.04493693168162, 2156.4570896974014, 197.4261470015046, 2153.400391019157, 88.1939513017851)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23574,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23574, 2158, 142, 17.17799041396438, 107.1796465945021, 2153.406921969484, 197.7774324641771, 2150.1006907280384, 88.42400379292899)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23575,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23575, 2155, 142, 17.309485849813427, 107.30942317104713, 2150.226682377518, 198.12195438489667, 2146.7527686727894, 88.64565637791442)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23576,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23576, 2152, 142, 17.389541418814133, 107.43602422156036, 2146.9580412932755, 198.46220050153227, 2143.366725145461, 88.86190862007103)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23577,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23577, 2148, 143, 17.43759388415856, 107.5606560138834, 2143.628616835282, 198.79991407561766, 2139.9510383114043, 89.07481959093164)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23578,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23578, 2145, 143, 17.465626677349064, 107.68409031336475, 2140.2569596569992, 199.13618613641455, 2136.5124863327856, 89.28570686581241)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23579,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23579, 2142, 143, 17.48107842586387, 107.80687827860342, 2136.8547273153727, 199.47186823669082, 2133.0554305026917, 89.49551161229701)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23580,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23580, 2138, 144, 17.488599340370456, 107.92933579977908, 2133.4306981192817, 199.8074044135338, 2129.584107932836, 89.70477333068699)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23581,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23581, 2135, 144, 17.49109671674705, 108.05169061956954, 2129.9894592160813, 200.14315133081763, 2126.100255558318, 89.91388109034784)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23582,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23582, 2131, 144, 17.49041243730653, 108.17406183691647, 2126.5355401779357, 200.47926488705693, 2122.606620063845, 90.12303841729256)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23583,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23583, 2128, 144, 17.487685514965506, 108.29656607463774, 2123.0682240891174, 200.815957241015, 2119.1013297350887, 90.33244468857619)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23584,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23584, 2124, 145, 17.48365300561045, 108.4192470289557, 2119.591411091799, 201.15328079594397, 2115.5876043042995, 90.54217468502115)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23585,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23585, 2121, 145, 17.478758597902015, 108.54213776291057, 2116.1048265747645, 201.49128383122797, 2112.0647171752994, 90.75228503763584)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23586,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23586, 2117, 145, 17.473303705194212, 108.66528130646492, 2112.609043682798, 201.83005664834405, 2108.532949209868, 90.96284944448723)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23587,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23587, 2114, 145, 17.46745204341869, 108.78866430593047, 2109.104882377254, 202.1695470850566, 2104.9929648066177, 91.17384520847779)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23588,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23588, 2110, 146, 17.46132773489535, 108.9123259544503, 2105.5914558412237, 202.50985101341215, 2101.4437405013955, 91.38533949706886)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23589,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23589, 2107, 146, 17.455003283442238, 109.03624257455594, 2102.0698593692123, 202.8508967840479, 2097.8863119439347, 91.59729196374927)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23590,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23590, 2103, 146, 17.44852257077082, 109.16043756804154, 2098.539867659062, 203.19274488620388, 2094.3204075640338, 91.80974278455136)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23591,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23591, 2100, 147, 17.441916804281846, 109.2849195186954, 2095.001107686941, 203.53541592269957, 2090.745616568855, 92.02270680065232)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23592,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23592, 2096, 147, 17.43519800295917, 109.40967899706821, 2091.4538985193294, 203.8788830112586, 2087.1622489040637, 92.23616803787617)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23593,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23593, 2093, 147, 17.428380942490094, 109.534725934441, 2087.8987367802993, 204.22317274461312, 2083.5707946750886, 92.45014364677753)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23594,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23594, 2089, 147, 17.42147156404144, 109.6600484651674, 2084.3350489070817, 204.5682514155828, 2079.9706623260577, 92.66461348151965)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23595,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23595, 2085, 148, 17.41445762751846, 109.78566776429278, 2080.7625393014223, 204.91417880480734, 2076.3615654372275, 92.87961394103681)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23596,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23596, 2082, 148, 17.407359381676542, 109.91156499485831, 2077.1814528257337, 205.26090111284267, 2072.743729003327, 93.09511294765733)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23597,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23597, 2078, 148, 17.400183967950397, 110.03775955643272, 2073.592363542007, 205.6084719766496, 2069.1177307774224, 93.31114387057147)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23598,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23598, 2075, 148, 17.39295664349129, 110.16424039466244, 2069.994717102536, 205.9568580620035, 2065.482979149561, 93.52768795152804)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23599,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23599, 2071, 149, 17.385610373247346, 110.29101172874682, 2066.388026379192, 206.30607739858897, 2061.8390465179637, 93.7447525782343)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23600,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23600, 2067, 149, 17.3781799522867, 110.4180747901397, 2062.772724654807, 206.65613049894856, 2058.186337134754, 93.96234002533994)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23601,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23601, 2064, 149, 17.37066684447791, 110.5454243581467, 2059.1491687822086, 207.0070031939965, 2054.525210680932, 94.18044151817568)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23602,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23602, 2060, 150, 17.36306764912706, 110.67307887153652, 2055.516596101695, 207.35874650511207, 2050.854896392243, 94.39908880490543)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23603,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23603, 2057, 150, 17.355380395646762, 110.80101817269427, 2051.8752330671887, 207.71130510834539, 2047.175623040044, 94.61824752900056)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23604,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23604, 2053, 150, 17.347615426625453, 110.929260731227, 2048.22608602711, 208.06473011883844, 2043.488404519572, 94.8379494982481)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23605,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23605, 2049, 150, 17.339754977478833, 111.05779259327696, 2044.5672221051962, 208.41898330221164, 2039.7912908625415, 95.05817097850073)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23606,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23606, 2046, 151, 17.331812550811037, 111.18663106957476, 2040.900079066717, 208.77411259247583, 2036.085731244525, 95.27894180195932)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23607,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23607, 2042, 151, 17.323777806590215, 111.31576466082142, 2037.2236297567754, 209.13008651880148, 2032.3706893186982, 95.50024243880183)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23608,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23608, 2038, 151, 17.315656554606903, 111.44519183546629, 2033.5387107696718, 209.4869010809034, 2028.6470086185577, 95.72207043595719)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23609,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23609, 2034, 152, 17.307445253263268, 111.57493134990555, 2029.8445479991863, 209.8446082163361, 2024.9139066949601, 95.94445811733154)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23610,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23610, 2031, 152, 17.299145178071058, 111.70496145562642, 2026.141810196817, 210.20314818993467, 2021.1720586807614, 96.16736838016404)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23611,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23611, 2027, 152, 17.290753886044286, 111.8353060578787, 2022.429762353342, 210.56258714658406, 2017.4207213002103, 96.39084238282983)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23612,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23612, 2023, 152, 17.282272678290838, 111.96594331160549, 2018.7090761755092, 210.92286507709895, 2013.6605726933806, 96.61484285102387)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23613,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23613, 2018, 153, 15.029512186248667, 111.91332304676665, 2011.4097061062937, 210.95356512819163, 2008.5224120710877, 96.52461320743198)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23614,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23614, 2013, 153, 13.441942358321512, 111.88332037858382, 2004.6594205365363, 210.95784114927102, 2003.2688109823332, 96.4731684745548)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23615,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23615, 2008, 153, 12.372246017366479, 111.87780974785049, 1998.5152147683914, 210.98773227091394, 1998.1076993169418, 96.46371969263738)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23616,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23616, 2002, 153, 11.662686730061523, 111.88936905081259, 1992.7778818929178, 211.04414823915587, 1992.9960201088716, 96.4835398579625)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23617,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23617, 1997, 153, 11.192390032504136, 111.9125994105733, 1987.3039438147257, 211.12219413367723, 1987.9101507386158, 96.52337239340207)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23618,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23618, 1992, 153, 10.877503276641164, 111.94367360614034, 1981.9955071292557, 211.2161837938944, 1982.8353659371305, 96.57665578783302)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23619,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23619, 1987, 153, 10.662395852086092, 111.97994765895378, 1976.7902535248427, 211.32131465563484, 1977.7645587696375, 96.6388572279618)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
23620,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(23620, 1982, 153, 10.51089885826218, 112.01963290797681, 1971.6489083157192, 211.43399156441015, 1972.6943655078908, 96.70691025076172)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
